_id,type,name,location,place_id
5fafe8a65143de9ede25a36c,vegan_rest,Keilalahden Ranta,"{'coordinates': [24.832917798137974, 60.176588944907614], 'type': 'Point'}",
5fafe8a65143de9ede25a36d,vegan_rest,Pizza Express,"{'coordinates': [24.943615478690788, 60.213059768187854], 'type': 'Point'}",
5fafe8a65143de9ede25a36e,vegan_rest,Tamarin,"{'coordinates': [24.94021608739283, 60.168580089479434], 'type': 'Point'}",
5fafe8e95143de9ede25a36f,pet groomer,Trim-it koiratrimmaamo,"{'coordinates': [24.9426586, 60.15906620000001], 'type': 'Point'}",ChIJGTJaurcLkkYRBPwW3hRdmAE
5fafe8e95143de9ede25a370,pet groomer,Trimmausliike Groomers´ Helsinki,"{'coordinates': [24.8835398, 60.1983233], 'type': 'Point'}",ChIJLTtbEAIKkkYRq2Or3F4V6u8
5fafe8e95143de9ede25a371,pet groomer,Anna Hammarén & Co Oy,"{'coordinates': [24.9427195, 60.1590947], 'type': 'Point'}",ChIJwQlCurcLkkYRHNPu3xG6OxU
5fafe8e95143de9ede25a372,pet groomer,Koiraväen Pesu & Leikkaus,"{'coordinates': [24.924702, 60.1768519], 'type': 'Point'}",ChIJScpVKzAKkkYRBq6XuABwaFM
5fafe8e95143de9ede25a373,pet groomer,Studio 3,"{'coordinates': [24.9268228, 60.16203429999999], 'type': 'Point'}",ChIJ75adLbULkkYRo7rCzQO-rcg
5fafe8e95143de9ede25a374,pet groomer,Kuonola Oy,"{'coordinates': [24.8683542, 60.16134700000001], 'type': 'Point'}",ChIJs3pQMyP2jUYRLNT7UL3UHWg
5fafe8e95143de9ede25a375,pet groomer,Trimmauspalvelu Magic Dog,"{'coordinates': [24.8145753, 60.2267023], 'type': 'Point'}",ChIJL9fsKZf1jUYRR61x1I_YMcg
5fafea155143de9ede25a376,basket_stadium,Arabianrannan liikuntapuisto,"{'coordinates': [24.97613577654113, 60.20508078097281], 'type': 'Point'}",
5fafea155143de9ede25a377,basket_stadium,Töölön kisahalli,"{'coordinates': [24.925596714019775, 60.18342977118588], 'type': 'Point'}",
5fafea155143de9ede25a378,basket_stadium,Katajanokan liikuntahalli,"{'coordinates': [24.971318550683353, 60.16656540609425], 'type': 'Point'}",
5fafea155143de9ede25a379,basket_stadium,Brahen kenttä,"{'coordinates': [24.949650876883084, 60.18728879286531], 'type': 'Point'}",
5fafea155143de9ede25a37a,basket_stadium,Liikuntamylly,"{'coordinates': [25.077074706452034, 60.2245046126559], 'type': 'Point'}",
5fafea155143de9ede25a37b,basket_stadium,Leppävaaran Liikuntahalli,"{'coordinates': [24.807853727129352, 60.22562452793976], 'type': 'Point'}",
5fb021bd5143de9ede25a37c,Design company,Helsinki Design Company Ltd,"{'coordinates': [24.934193, 60.1634536], 'type': 'Point'}",ChIJzbXAeskLkkYRJqvvp-Yw2t8
5fb021bd5143de9ede25a37d,Design company,Frog Agency,"{'coordinates': [24.9129032, 60.1676912], 'type': 'Point'}",ChIJCUXH2zcKkkYRmHzmngHlf2k
5fb021bd5143de9ede25a37e,Design company,Alfons Helsinki Design Studio,"{'coordinates': [24.9473763, 60.1841634], 'type': 'Point'}",ChIJn2ShT7YLkkYRGscRy-aCaEQ
5fb021bd5143de9ede25a37f,Design company,Suomi Design Oy,"{'coordinates': [24.9645638, 60.16785729999999], 'type': 'Point'}",ChIJV0G-l44LkkYRuS0fOrIo6mE
5fb021bd5143de9ede25a380,Design company,Friday Digital Design Oy,"{'coordinates': [24.9683598, 60.1888519], 'type': 'Point'}",ChIJN-_Z7XsJkkYRtS1qz1upOrw
5fb021bd5143de9ede25a381,Design company,Studio Ville Kokkonen Oy,"{'coordinates': [24.927354, 60.19810159999999], 'type': 'Point'}",ChIJkX-0NYwJkkYRSrdrZii3iPc
5fb021bd5143de9ede25a382,Design company,Palo Design Oy,"{'coordinates': [24.9422431, 60.1607046], 'type': 'Point'}",ChIJedWvLbYLkkYR1kfeEOM7hiw
